Hospital_ID,State,District,City,Hospital_Rating,District_Avg_Rating,Hospital_Score,Affordability_Score,Suitable_For_Disease,Recommendation
Hospital #9735,Haryana,Karnal,Karnal,1.8,4.19,7.04,7.32,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9736,Kerala,Ernakulam,Kochi,2.1,3.96,3,5.21,"Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9737,Uttar Pradesh,Jaunpur,Jaunpur,3.5,3.98,8.03,3.65,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9738,Andhra Pradesh,Chittoor,Chitoor,4.4,3.92,8.42,8.39,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9739,Andhra Pradesh,Srikakulam,Srikakulam,3.7,3.38,8.44,7.87,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9740,Tamilnadu,Kanyakumari,Nagercoil,2.5,4.47,3.86,2.92,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9741,Karnataka,Bijapur,Bijapur,1.2,3.7,3.44,2.83,"Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9742,Madhya Pradesh,Bhopal,Bhopal,1.3,4.14,6.11,6.6,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9743,Kerala,Thrissur,Trichur,4.7,4.4,4.51,2.87,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9744,Rajasthan,Balotra,Balotra,3.3,4.71,2.94,9.08,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9745,Andhra Pradesh,Chittoor,Chitoor,4.4,4.05,4.5,8.09,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9746,Rajasthan,Balotra,Balotra,2.4,5.02,8.49,4.88,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9747,Assam,Kamrup Metropolitan,Guwahati,2.9,4.8,4.67,4.08,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9748,Rajasthan,Bharatpur,Bharatpur,4.8,3.76,3.61,9.33,Eye Care,Not Recommended
Hospital #9749,Tamilnadu,Pudukkottai,Pudukkottai,4,4.69,3.09,5.14,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9750,Tamilnadu,Erode,Erode,2.7,4.25,5.99,9.64,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9751,Uttar Pradesh,Jaunpur,Jaunpur,2.8,4.08,2.99,4.38,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Not Recommended
Hospital #9752,Karnataka,Ramanagara,Ramanagra,2.9,4.5,3.65,3.02,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9753,Uttar Pradesh,Gautam Buddha Nagar,"Gautam Buddha 
Nagar",3.7,4.32,7.58,5.9,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9754,Tamilnadu,Krishnagiri,Hosur,2.4,3.16,3.23,6.16,Eye Care,Not Recommended
Hospital #9755,Punjab,Sahibzada Ajit Singh Nagar,Mohali,3.8,4.13,5.64,8.38,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9756,Karnataka,Uttara Kannada,Sirsi,4.3,3.65,4,5.77,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9757,Karnataka,Dakshina Kannada,Mangalore,4.5,3.51,2.9,3.28,"Diabetes Management, Eye Care",Not Recommended
Hospital #9758,Chhattisgarh,Raipur,Raipur,1.6,4.17,5.5,9.85,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9759,West Bengal,Paschim Bardhaman,Durgapur,2.7,3.16,7.99,9.39,Basic Primary Care,Highly Recommended
Hospital #9760,Andhra Pradesh,Ysr Kadapa,Kadapa,4.7,3.72,7.55,7.64,"Maternity & Child Health, Diabetes Management, Eye Care",Highly Recommended
Hospital #9761,Orissa,Khordha,Bhubaneswar,4.6,3.89,4.96,6.72,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9762,Uttar Pradesh,Moradabad,Moradabad,4.8,4.12,5.76,5.76,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9763,Haryana,Karnal,Karnal,2,4.51,6.4,8.28,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9764,Karnataka,Vijayanagara,Hospet,4.5,3.94,2.67,2.82,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9765,Uttar Pradesh,Ghaziabad,Ghaziabad,1.1,3.88,3.25,3.68,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9766,Uttar Pradesh,Bareilly,Bareilly,1.4,3.92,6.29,7.13,Basic Primary Care,Recommended
Hospital #9767,Gujarat,Valsad,Vapi,1.1,3.3,4.41,6.64,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9768,West Bengal,Kolkata,Kolkata,4.4,3.95,2.68,6.5,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9769,Tamilnadu,Namakkal,Namakkal,4.4,4.17,7.97,4.3,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9770,Tamilnadu,Nilgiris,Ooty,2.6,4.32,7.87,5.46,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9771,Uttar Pradesh,Aligarh,Aligarh,2.2,4.35,7.72,3.63,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9772,Karnataka,Chikmagalur,Chikmagalaur,4.8,4.24,7.55,8.61,"Diabetes Management, Eye Care",Highly Recommended
Hospital #9773,Uttar Pradesh,Ghaziabad,Ghaziabad,5,3.97,4.25,5.13,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9774,Gujarat,Gandhinagar,Gandhi Nagar,2.1,4.37,3.38,3.81,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Not Recommended
Hospital #9775,Rajasthan,Banswara,Banswara,2.7,4.2,4.26,7.86,"Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #9776,Kerala,Kannur,Kannur,4.7,3.02,2.83,6.1,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9777,Tamilnadu,Tirunelveli,Tirunelveli,2.4,3.55,4.53,3.18,"Diabetes Management, Eye Care",Moderate
Hospital #9778,Uttarakhand,Haridwar,Haridwar,3.8,3.69,3.38,8.68,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9779,Karnataka,Bidar,Bidar,2.7,3.5,7.07,3.85,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9780,Tamilnadu,Kanyakumari,Kanyakumari,4.5,4.36,4.39,5.4,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9781,Rajasthan,Barmer,Barmer,4.3,3.94,6.65,3.68,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9782,Bihar,Purnia,Purnea,4.7,3.06,4.24,5.36,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9783,Rajasthan,Ajmer,Ajmer,1.4,4.24,8.18,6.29,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9784,Andhra Pradesh,Nellore,Nellore,3.6,4.15,5.96,7.41,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9785,Kerala,Palakkad,Palakkad,4,4.22,5.84,8.05,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9786,Andhra Pradesh,East Godavari,East Godavari,2.1,4.81,4.44,8.78,"Diabetes Management, Eye Care",Moderate
Hospital #9787,Rajasthan,Balotra,Balotra,2.1,4.82,5.49,3.88,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9788,Karnataka,Shimoga,Shimoga,4.9,3.97,7.64,5.7,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9789,Tamilnadu,Kanyakumari,Nagercoil,3.4,4.14,6.49,5.97,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9790,Gujarat,Surat,Surat,4.3,4.43,3.95,7.26,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9791,Tamilnadu,Theni,Theni,4.5,4.22,8.4,8.28,Diabetes Management,Highly Recommended
Hospital #9792,Madhya Pradesh,Bhopal,Bhopal,1.1,4.32,3.19,4.59,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9793,Maharashtra,Thane,Navi Mumbai,3.3,3.99,6.37,7.83,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9794,Haryana,Faridabad,Faridabad,3.3,3.95,7.23,9.41,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #9795,Punjab,Ludhiana,Khanna,2.4,4.45,3.42,2.53,"Diabetes Management, Eye Care",Not Recommended
Hospital #9796,Kerala,Malappuram,Manjeri,3.9,3.51,5.53,5.13,Diabetes Management,Recommended
Hospital #9797,Tamilnadu,Cuddalore,Cuddalore,4.5,2.94,7.85,4.28,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9798,West Bengal,Hooghly,Hooghly,3.5,2.96,4.58,4.13,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9799,Telangana,Hyderabad,Hyderabad,4.7,3.93,6.94,6.05,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9800,Andhra Pradesh,Kakinada,Kakinada,3,4.81,6.91,7.18,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9801,Maharashtra,Ahmednagar,Ahmednagar,4.2,3.29,3.24,9.58,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9802,Kerala,Thiruvananthapuram,Trivandrum,4.7,4.23,3.34,6.38,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9803,Haryana,Panipat,Panipat,2,3.81,4.48,5.84,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9804,Karnataka,Kodagu,Madikeri,1,3.88,7.5,6.1,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9805,West Bengal,Hooghly,Hoogli,4,3.09,5.05,7.44,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9806,West Bengal,Murshidabad,Behrampore,4.9,3.84,4.18,3.38,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9807,Rajasthan,Sri Ganganagar,Ganganagar,3,3.88,4.39,5.89,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #9808,Uttar Pradesh,Bijnor,Bijnore,2,4.16,3.11,9.08,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9809,Andhra Pradesh,East Godavari,East Godavari,3.4,4.6,5.14,3.88,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #9810,Jharkhand,Dhanbad,Dhanbad,1.4,3.99,5.23,6.88,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9811,Karnataka,Bidar,Bidar,1.6,3.39,7.66,4.6,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9812,Gujarat,Ahmedabad,Ahmedabad,3.7,4.41,4.48,9.52,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9813,Tamilnadu,Tiruchirappalli,Trichy,4.6,4.1,5.95,4.84,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9814,Maharashtra,Raigad,Raigad,3,4.16,8.31,6.79,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9815,Karnataka,Chamarajanagar,Chamrajnagar,3.7,3.07,3.77,6.62,Basic Primary Care,Not Recommended
Hospital #9816,Gujarat,Sabarkantha,Himmatnagar,1.9,4.69,3.1,9.59,"Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9817,Goa,North Goa,Goa,3.3,3.69,4.42,2.81,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9818,Andhra Pradesh,West Godavari,West Godavari,2,3.77,3.14,5.76,Diabetes Management,Not Recommended
Hospital #9819,Karnataka,Shimoga,Shimoga,4.8,3.91,3.57,4.06,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9820,Karnataka,Belagavi,Belguam,4.8,3.85,7.38,7.62,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9821,Haryana,Faridabad,Faridabad,1.8,4.15,3.26,3.8,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9822,Uttar Pradesh,Prayagraj,Allahabad,1.1,4.09,4,7.95,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #9823,Andhra Pradesh,Visakhapatnam,Visakhapatnam,4.8,4.1,6.82,4.4,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9824,Telangana,Hyderabad,Hyderabad,4.3,3.88,2.57,6.16,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9825,Maharashtra,Thane,Thane,4.5,4.19,3.73,6.88,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9826,Haryana,Sonipat,Sonepat,4.8,3.14,7.39,7.85,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9827,Gujarat,Bharuch,Bharuch,2.5,4.42,2.54,9.86,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9828,Haryana,Panipat,Panipat,2.8,3.93,6.25,2.59,Basic Primary Care,Recommended
Hospital #9829,Telangana,Sangareddy,Sangareddy,3.2,4.21,6.09,6.42,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9830,Maharashtra,Pune,Pune,1,4.13,4.17,7.14,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9831,Maharashtra,Raigad,Kamothe,1.5,4.01,3.75,2.48,"Diabetes Management, Eye Care",Not Recommended
Hospital #9832,Pondicherry,Puducherry,Pondicherry,2.1,4.47,7.55,4.47,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Highly Recommended
Hospital #9833,Kerala,Kozhikode,Kozhikode,4.4,4.18,2.59,4.53,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9834,Uttarakhand,Haridwar,Haridwar,2.4,3.79,5.55,3.03,Diabetes Management,Recommended
Hospital #9835,Uttarakhand,Dehradun,Dehradun,2.1,3.77,6.5,8.15,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9836,Rajasthan,Churu,Churu,3.2,4.27,6.41,3.84,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9837,Andhra Pradesh,Tirupati,Tirupati,4.2,4.14,7.96,4.21,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Highly Recommended
Hospital #9838,Punjab,Jalandhar,Jalandhar,4.9,4.17,8.27,6.07,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9839,Haryana,Sirsa,Sirsa,2.9,5.05,5.06,4.33,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9840,Uttar Pradesh,Jaunpur,Jaunpur,4.4,4.28,3.8,2.26,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9841,Karnataka,Tumakuru,Tumkur,2.6,3.94,5.46,7.09,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9842,Rajasthan,Pali,Pali,2.6,4.41,3.9,2.79,"Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9843,Rajasthan,Tonk,Tonk,2.7,3.34,3.13,9.61,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9844,Karnataka,Hassan,Hassan,4,3.78,3.97,3.62,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9845,Telangana,Sangareddy,Sangareddy,1.8,4.37,3.88,5.89,"Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9846,West Bengal,Paschim Medinipur,Medinipur,2.9,4.06,3.79,6.52,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9847,Haryana,Rewari,Rewari,1.1,3.74,5.73,3.08,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #9848,Uttar Pradesh,Mathura,Mathura,1.1,4.19,4.73,3.02,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
